State,Provider Name,Address,City,Zip,Phone
CA,SUNRISE HOME CARE INC                             ,"941 S ATLANTIC BLVD, STE 222                                                                        ",MONTEREY PARK       ,91754,6262894200
CA,"AGAPE HOME HEALTH SERVICES, INC                   ",1661 HANOVER ROAD SUITE 226                                                                         ,CITY OF INDUSTRY    ,91748,6265818168
CA,L A FAMILY HOME HEALTH INC                        ,"1301 W 2ND STREET, SUITE 206                                                                        ",LOS ANGELES         ,90026,2134812500
CA,HERALDS HOME HEALTH                               ,"3703 LONG BEACH BLVD, STE 403                                                                       ",LONG BEACH          ,90807,5629880395
CA,"ROYAL MAJESTY HOME CARE, INC                      ",3750 SCHAUFELE AVE SUITE 225                                                                        ,LONG BEACH          ,90808,5624929600
CA,LEGACY HEALTH CARE PROVIDERS INC                  ,1272 E CENTER COURT DR SUITE 203                                                                    ,COVINA              ,91724,6268585611
CA,"CRYSTAL HOME HEALTH CARE SERVICES, INC            ",3939 ATLANTIC AVE SUITE 202                                                                         ,LONG BEACH          ,90807,5624273690
CA,EXCELL HOME CARE INC                              ,"4201 LONG BEACH BLVD, STE 101                                                                       ",LONG BEACH          ,90807,5629883370
CA,"INTENSIVE HOME HEALTH CARE, INC                   ",21671 GATEWAY CENTER SUITE 104                                                                      ,DIAMOND BAR         ,91765,9093968585
CA,"FIVE STAR HOME HEALTH, INC                        ","8616 LA TIJERA BLVD, #408                                                                           ",LOS ANGELES         ,90045,3106420026
CA,FOCUS HEALTH                                      ,"1503 EAST MARCH LANE, SUITE A                                                                       ",STOCKTON            ,95210,2094727005
CA,"BRADBOURNE HEALTHCARE, INC                        ",16029 ARROW HIGHWAY SUITE A                                                                         ,IRWINDALE           ,91706,6268140200
CA,CONCORD HOME HEALTH CARE                          ,424 NORTH LAKE AVENUE SUITE 202                                                                     ,PASADENA            ,91101,6267920911
CA,SELECT CARE HEALTH SERVICES INC                   ,"680 WILSHIRE PLACE, SUITE 302                                                                       ",LOS ANGELES         ,90005,2133893582
CA,"MEDCARE HOME HEALTH SERVICES, INC                 ","14621 TITUS STREET, STE 203                                                                         ",PANORAMA CITY       ,91402,8187852152
CA,"NU-ERA HOME HEALTH AGENCY,  INC                   ","370 AMAPOLA AVENUE, SUITE 200B                                                                      ",TORRANCE            ,90501,3109736329
CA,MOTHER THERESA'S HOME HEALTH SERVICES             ,"847 N. HOLLYWOOD WAY, # 203                                                                         ",BURBANK             ,91505,8185059099
CA,HORIZON VALLEY HOME HEALTH CARE INC               ,"28991 OLD TOWN FRONT STREET, SUITE 105 & 107                                                        ",TEMECULA            ,92590,9516994017
CA,"HEALTHY LIVING AT HOME, LLC                       ","2450 VENTURE OAKS WAY, SUITE 220                                                                    ",SACRAMENTO          ,95833,4087812023
CA,"GIDDA'S HOME HEALTH SERVICES, INC                 ",13351 HAWTHORNE BLVD                                                                                ,HAWTHORNE           ,90250,3106440985
CA,"CORINTHIAN HEALTH CARE SERVICES, INC              ",6903 RESEDA BLVD                                                                                    ,RESEDA              ,91335,8188818388
CA,"STAR HOME HEALTH SERVICES, INC                    ",8900 BENSON AVENUE SUITE F1                                                                         ,MONTCLAIR           ,91763,9099200675
CA,"CARE CENTER HOME HEALTH, INC                      ",14762 BEACH BLVD                                                                                    ,LA MIRADA           ,90638,7145620090
CA,"COMPASSIONATE CARE HOME HEALTH AGENCY, LLC        ","7545 N DEL MAR AVENUE, SUITE 103                                                                    ",FRESNO              ,93711,5594322003
CA,HORIZON HOME HEALTH CARE                          ,"85 MORAGA WAY, SUITE 200                                                                            ",ORINDA              ,94563,9252589101
CA,"XL CARE, INC                                      ",17555 VENTURA BLVD SUITE 201                                                                        ,ENCINO              ,91316,8187852944
CA,SALUS HOME HEALTH                                 ,"17100 PIONEER BLVD, SUITE 310                                                                       ",ARTESIA             ,90701,5628886363
CA,SEA CREST HOME HEALTH SERVICES INC                ,3187 REDHILL AVE SUITE 275                                                                          ,COSTA MESA          ,92626,7149758011
CA,INLAND HOME HEALTH PROVIDERS INC                  ,9221 ARCHIBALD AVENUE                                                                               ,RANCHO CUCAMONGA    ,91730,9099488731
CA,"SIERRA HOME HEALTHCARE SERVICES, INC              ",1063 N CHICAGO ST                                                                                   ,LOS ANGELES         ,90033,3232221235
CA,"HOME CARE EXCELLENCE HEALTH SERVICES, INC         ",10900 E 183RD STREET SUITE 190                                                                      ,CERRITOS            ,90703,5628603424
CA,"SUN-TRIUNE HEALTHCARE, INC                        ",3055 WILSHIRE BLVDSUITE 890                                                                         ,LOS ANGELES         ,90010,2136321445
CA,"PRIME CHOICE HOME HEALTH, INC                     ","12611 HIDDENCREEK WAY, SUITE I                                                                      ",CERRITOS            ,90703,8182860060
CA,"INFINITY HOME CARE PROVIDERS, INC                 ","9350 FLAIR DRIVE, SUITE 268                                                                         ",EL MONTE            ,91731,6262270220
CA,BLUE STAR HOME HEALTH INC                         ,20953 DEVONSHIRE BLVD SUITE 3                                                                       ,CHATSWORTH          ,91311,8187727600
CA,HEALTHWISE HOME CARE SOLUTIONS INC                ,1100 N VENTURA RD STE 102                                                                           ,OXNARD              ,93030,8059830086
CA,"INTERNATIONAL HOME HEALTH CARE, INC               ",3660 WILSHIRE BLVD SUITE 842                                                                        ,LOS ANGELES         ,90010,2133846731
CA,TEA HEALTHCARE SERVICES INC                       ,1025 W SAN BERNANDINO RD                                                                            ,COVINA              ,91722,6269627921
CA,"ALLEGIANCE HOME HEALTH, INC                       ",801 S GARFIELD AVE #238                                                                             ,ALHAMBRA            ,91801,6269615750
CA,N & D HEALTHCARE SERVICES INC                     ,"17800 CASTLETON STREET, SUITE 318                                                                   ",CITY OF INDUSTRY    ,91748,6268105828
CA,"ALL CARE ENTERPRISES, INC                         ","1225 WEST 190TH STREET, SUITE 260                                                                   ",GARDENA             ,90248,3107681600
CA,QUINCY HOME MEDICAL SERVICES                      ,211 LAWRENCE STREET                                                                                 ,QUINCY              ,95971,5303947998
CA,"HOLY ANGEL HOME HEALTH CARE, INC                  ","3470 WILSHIRE BLVD, SUITE 641 - 642                                                                 ",LOS ANGELES         ,90010,2133802280
CA,"HIGHMARK HOME HEALTH, INC                         ","2707 E VALLEY BLVD, SUITE 209                                                                       ",WEST COVINA         ,91792,6268101957
CA,"GOLDEN AGE HOME HEALTHCARE, INC                   ","9029 RESEDA BLVD, SUITE 101                                                                         ",NORTHRIDGE          ,91324,8187184680
CA,"DESTINY HOME HEALTH AGENCY, INC                   ",12370 PERRIS BLVD                                                                                   ,MORENO VALLEY       ,92557,9512421365
CA,"AMERICAN HEALTH ASSOCIATES, INC                   ",930 OAK STREET                                                                                      ,BAKERSFIELD         ,93304,6618611478
CA,HOME REHABILITATION HEALTH CARE AGENCY            ,644 E REGENT ST UNIT 101                                                                            ,INGLEWOOD           ,90301,3106774400
CA,"CITYWIDE HOME CARE, INC                           ","301 E GLENOAKS BLVD, SUITE 4                                                                        ",GLENDALE            ,91207,8185029151
CA,"NOVA SKILLED HOME HEALTH, INC                     ",8111 BEVERLY BLVD SUITE 306                                                                         ,LOS ANGELES         ,90048,3236586232
CA,"FAMILY HOME HEALTH CARE, INC                      ",4201 WILSHIRE BLVD SUITE 334                                                                        ,LOS ANGELES         ,90010,3239355200
CA,"AMITY HOME HEALTH, INC                            ","17042 DEVONSHIRE STREET, SUITE 220                                                                  ",NORTHRIDGE          ,91325,8188318270
CA,"GREEN VALLEY HOME HEALTH SERVICES, INC            ",19031 HIGHWAY 18 SUITE 180                                                                          ,APPLE VALLEY        ,92308,7602427009
CA,"TRUST HOME HEALTH CARE, INC                       ",1017 N BRAND BLVD SUITE A                                                                           ,GLENDALE            ,91202,8189800505
CA,"CENTRAL HOME HEALTH CARE, INC                     ","1016 E BROADWAY STREET, STE 205                                                                     ",GLENDALE            ,91205,8185001254
CA,HOLLYWOOD HOME HEALTH SERVICES                    ,"4640 LANKERSHIM BLVD, STE 100                                                                       ",N HOLLYWOOD         ,91602,3236623731
CA,"ROYALE HOME HEALTH CARE, INC                      ","221 N SAN DIMAS AVE, SUITE B                                                                        ",SAN DIMAS           ,91773,9093940331
CA,GRANDCARE HOME HEALTH SERVICES                    ,"2555 E. COLORADO BLVD, STE 400A                                                                     ",PASADENA            ,91107,8182448446
CA,VN HOME HEALTH CARE                               ,"2528 QUME DRIVE, #7                                                                                 ",SAN JOSE            ,95131,4089980550
CA,"ANGEL CARE HOME HEALTH, INC                       ",850 COLORADO BLVD SUITE 103                                                                         ,LOS ANGELES         ,90041,8182488811
CA,"SMART CARE LINK, INC                              ","2525 E COLORADO BLVD, SUITE 104                                                                     ",PASADENA            ,91107,6263561927
CA,MAXIM HEALTHCARE SERVICES INC                     ,"23421 SOUTH POINTE DRIVE, SUITE 200                                                                 ",LAGUNA HILLS        ,92653,9497704994
CA,RENAISSANCE HOME HEALTH                           ,3160 CAMINO DEL RIO SOUTH STE 312                                                                   ,SAN DIEGO           ,92108,6192851505
CA,MAJESTY HOME HEALTH                               ,18527 ROSCOE BLVD                                                                                   ,NORTHRIDGE          ,91324,8187759447
CA,MADISON HOME HEALTH CARE                          ,"3740 LONG BEACH BLVD, SUITE 201                                                                     ",LONG BEACH          ,90807,5624268090
CA,CARING LIKE FAMILY INC                            ,4223 GLENCOE AVE SUITE B 107                                                                        ,MARINA DEL REY      ,90292,3103954788
CA,"PROVIDENT HOME HEALTH, INC                        ","725 EAST BROADWAY, SUITE 201                                                                        ",GLENDALE            ,91205,8182419500
CA,NIGHTINGALE HOME CARE INC                         ,"4579 MAPLE AVENUE, SUITE 2 & 4                                                                      ",LA MESA             ,91941,6193371888
CA,ST MARTIN HOME HEALTHCARE                         ,13791 ROSWELL AVENUE SUITE E                                                                        ,CHINO               ,91710,9096270408
CA,ASAP HOME HEALTH SERVICE                          ,602-C COMMERCE DRIVE                                                                                ,PALMDALE            ,93551,6612740800
CA,EXCELLENCE HOME HEALTH CARE AGENCY INC            ,11760 CENTRAL AVENUE SUITE 200                                                                      ,CHINO               ,91710,9095911731
CA,"GENTLE HANDS, INC                                 ","18331 GRIDLEY ROAD, SUITE EF                                                                        ",CERRITOS            ,90703,5628658787
CA,HEALTHCARE CALIFORNIA                             ,5709 N WEST                                                                                         ,FRESNO              ,93711,5592439990
CA,"HANNAH HOME HEALTH, INC                           ","5768  WEST PICO BLVD, STE 204                                                                       ",LOS ANGELES         ,90019,3239366484
CA,"PEOPLE'S CARE HOME HEALTH, INC                    ","3230 FALLOW FIELD DRIVE, SUITE A                                                                    ",DIAMOND BAR         ,91765,9092956400
CA,"OUTREACH HOME HEALTH SERVICES, INC                ","1170 N. DURFEE AVE., STE. J                                                                         ",EL MONTE            ,91733,6266180448
CA,EXCEL CARE HOME HEALTH SERVICES  INC              ,222  N MOUNTAIN AVENUE SUITE 104                                                                    ,UPLAND              ,91786,9095796688
CA,"CNE HOME HEALTH SERVICES, INC                     ",4393 TYLER STREET                                                                                   ,RIVERSIDE           ,92503,9513514263
CA,"TRUE CARE HOME HEALTH AGENCY, INC                 ",1755 HUNTINGTON DRIVE SUITE 201                                                                     ,DUARTE              ,91010,6263010710
CA,GUARDIAN ANGEL HOME HEALTH AGENCY INC             ,"980 ENCHANTED WAY, SUITE #206                                                                       ",SIMI VALLEY         ,93063,8055810244
CA,INFINITE HOME HEALTH INC                          ,"875 S WESTLAKE BLVD, SUITE #205                                                                     ",WESTLAKE VILLAGE    ,91361,8054971777
CA,ENHANCEDCARE HOME HEALTH                          ,"821 SOUTH GARFIELD AVE, #203                                                                        ",ALHAMBRA            ,91801,6265706760
CA,"MONTROSE HOME HEALTHCARE, INC                     ","230 N MARYLAND AVENUE, SUITE 104                                                                    ",GLENDALE            ,91206,8185450211
CA,"A'S HOME HEALTH CARE, INC                         ","11030 ARROW ROUTE, SUITE 202                                                                        ",RANCHO CUCAMONGA    ,91730,9094659023
CA,EDEN HOME HEALTH                                  ,"9299 E STOCKTON BLVD, SUITE 10                                                                      ",ELK GROVE           ,95624,9166814949
CA,AMERICAN CAREQUEST                                ,1426 FILLMORE STREET #210                                                                           ,SAN FRANCISCO       ,94115,4158859100
CA,"MAXIM HEALTHCARE SERVICES, INC                    ","1050 FULTON AVE, SUITE,  230                                                                        ",SACRAMENTO          ,95825,9169742599
CA,"TWINS QUALITY HOME HEALTH CARE, INC               ",1741 GARDENA AVENUE SUITE A                                                                         ,GLENDALE            ,91204,8182655088
CA,"COMPREHENSIVE HEALTH CARE, INC                    ","3540 WILSHIRE BLVD, STE 715                                                                         ",LOS ANGELES         ,90010,2133894876
CA,"STAR CARE HOME HEALTH, INC                        ","10660 WHITE OAK AVE, SUITE 218, GRANADA HILLS, CA                                                   ",GRANADA HILLS       ,91344,8188945201
CA,"MAXIM HEALTHCARE SERVICES, INC                    ","6051 N FRESNO STREET, SUITE 102                                                                     ",FRESNO              ,93710,5592249078
CA,ASSISTED HEALTHCARE SERVICES                      ,"302 N MILPAS STREET, SUITE #101                                                                     ",SANTA BARBARA       ,93101,8055692000
CA,TOTAL CARE HOME HEALTH AGENCY                     ,7130 MAGNOLIA AVENUE SUITE A                                                                        ,RIVERSIDE           ,92504,9517880202
CA,ASPIRE HOME HEALTHCARE                            ,"5830 OBERLIN DRIVE, SUITE 200                                                                       ",SAN DIEGO           ,92121,8587559600
CA,"BALANCED LIVING, A HOME HEALTH AGENCY, INC        ",49 E HUNTINGTON DRIVE                                                                               ,ARCADIA             ,91006,6268210822
CA,"DIVINE HOME HEALTH, INC                           ",14625 CARMENITA ROAD SUITE 228                                                                      ,NORWALK             ,90650,5624070288
CA,PROFESSIONAL CARE HOME HEALTH SERVICES INC        ,1720 E LOS ANGELES AVE STES 213-215                                                                 ,SIMI VALLEY         ,93065,8055770189
CA,"LAVANDA HOME HEALTH CARE AGENCY, INC              ",3033 N AVON STREET SUITE A                                                                          ,BURBANK             ,91504,8188400003
CA,"HOLLYWOOD HOME HEALTH SERVICES, INC               ",1253 NORTH VINE STREET SUITE 20                                                                     ,LOS ANGELES         ,90038,3234666900
CA,"CONSTANT CARE HOME HEALTH AGENCY, INC             ",1612 N VICTORY BLVD                                                                                 ,GLENDALE            ,91201,8182461133
CA,APEX HOME HEALTH CARE SERVICES                    ,"8381 KATELLA AVE, SUITE I                                                                           ",STANTON             ,90680,7145270887
CA,RC HOME HEALTHCARE INC                            ,600 N MOUNTAIN AVENUE STE B202                                                                      ,UPLAND              ,91786,9093731626
CA,SERENE HOME HEALTH                                ,22151 VENTURA BLVD SUITE 203                                                                        ,WOODLAND HILLS      ,91364,8188887007
CA,"GOLDEN HILLS HEALTHCARE SERVICES, INC             ",207 W ALAMEDA AVE SUITE 203                                                                         ,BURBANK             ,91502,8188428262
CA,GRANDCARE SAN DIEGO LLC                           ,"2535 CAMINO DEL RIO SOUTH, SUITE 120                                                                ",SAN DIEGO           ,92108,6192206980
CA,"HIGH QUALITY HOME HEALTH AGENCY, INC              ","4201 WILSHIRE BLVD, SUITE  210                                                                      ",LOS ANGELES         ,90010,3239548102
CA,METRO CARE HOME HEALTH SERVICES INC               ,"4959 PALO VERDE STREET, SUITE 104A                                                                  ",MONTCLAIR           ,91763,9099875777
CA,CALCARE HOME HEALTH INC                           ,1915 ERVILLA PLACE                                                                                  ,POMONA              ,91767,5628658600
CA,MAXIM HEALTHCARE SERVICES INC                     ,"500 ESPLANADE DRIVE, SUITE #660                                                                     ",OXNARD              ,93036,8059812883
CA,"OUR LADY OF REFUGE HOME CARE, INC                 ","4000 W MAGNOLIA BLVD, SUITE K                                                                       ",BURBANK             ,91505,8185587400
CA,FOCUS HEALTH                                      ,"1245 S WINCHESTER BOULEVARD, SUITE 203                                                              ",SAN JOSE            ,95128,4087251840
CA,ADVANTAGE HEALTH SYSTEMS                          ,"9663 TIERRA GRANDE STREET, STE 101                                                                  ",SAN DIEGO           ,92126,8584330469
CA,"GEMINI HOME HEALTH, INC                           ","250 W FIRST ST, SUITE 204                                                                           ",CLAREMONT           ,91711,9096240341
CA,SILVER AGE HOME HEALTH CARE AGENCY INC            ,520 SOUTH LAFAYETTE PARK EAST SUITE 100-B                                                           ,LOS ANGELES         ,90057,2133855788
CA,"PATIENTS FIRST HOME HEALTH AGENCY, INC            ","23210 S CRENSHAW BLVD, SUITE 200                                                                    ",TORRANCE            ,90505,3105348689
CA,APEXCARE HOME HEALTH                              ,"20301 VENTURA BLVD, SUITE 351                                                                       ",WOODLAND HILLS      ,91364,8187048733
CA,"ABSOLUTE HOME HEALTH AGENCY, INC                  ",1554 S SEPULVEDA BLVD SUITE 109                                                                     ,LOS ANGELES         ,90025,3236349585
CA,"QUEST HOME HEALTH SERVICES, INC                   ","10660 WHITE OAK AVE, STE 200                                                                        ",GRANADA HILLS       ,91344,8189935200
CA,ACCESS TLC HOME HEALTH CARE                       ,"18747 SHERMAN WAY, STE 104                                                                          ",RESEDA              ,91335,8185511900
CA,UNITED INTEGRITY HOME HEALTH INC                  ,"12900-A GARDEN GROVE BLVD, SUITE 116                                                                ",GARDEN GROVE        ,92843,7145395249
CA,HOME HEALTH CARE DYNASTY                          ,"4640 LANKERSHIM BLVD, STE 301                                                                       ",N HOLLYWOOD         ,91602,8185065553
CA,"INFINITE HOME HEALTH, INC                         ","22151 VENTURA BLVD, SUITE 201                                                                       ",WOODLAND HILLS      ,91364,8186090999
CA,CARE DIMENSIONS LLC                               ,16162 BEACH BLVD. SUITE #100                                                                        ,HUNTINGTON BEACH    ,92647,7146198766
CA,"PREMIERE HOME HEALTH, INC                         ","2225 W COMMONWEALTH AVENUE, SUITE 306                                                               ",ALHAMBRA            ,91803,6262814088
CA,HEMET HOME HEALTH CARE                            ,233 SOUTH CARMALITA                                                                                 ,HEMET               ,92543,9517669966
CA,"UNITED CARE HOME HEALTHCARE AGENCY, INC           ","16921 PARTHENIA ST, STE 303A                                                                        ",NORTH HILLS         ,91343,8188923040
CA,"ORANGE COUNTY CARE PROVIDERS, INC                 ",20110 PIONEER BLVD SUITES E & F                                                                     ,CERRITOS            ,90703,7149945210
CA,"NEW CENTURY HOME HEALTH, INC                      ","15600 DEVONSHIRE ST, STE 204                                                                        ",GRANADA HILLS       ,91344,8188926400
CA,"IDEAL CARE HOME HEALTH, INC                       ","21021 DEVONSHIRE STREET, SUITE 203                                                                  ",CHATSWORTH          ,91311,8188821178
CA,GOLDEN HEART HOME HEALTH CARE                     ,"3539 OCEAN VIEW BLVD, SUITE 1                                                                       ",GLENDALE            ,91208,8189570009
CA,COMFORT HANDS HEALTHCARE INC                      ,792 MERIDIAN WAY                                                                                    ,SAN JOSE            ,95126,4084410522
CA,"NURSES TOUCH HOME HEALTH PROVIDER, INC            ",135 S JACKSON ST SUITE 100                                                                          ,GLENDALE            ,91205,8185004877
CA,"ST LUKE'S HOME HEALTH SERVICES, INC               ","5721 LINCOLN AVE, UNIT P                                                                            ",CYPRESS             ,90630,7144844628
CA,"SHEPHERD HOME HEALTH CARE, INC                    ",8383 WILSHIRE BLVD SUITE 527                                                                        ,BEVERLY HILLS       ,90211,3239328851
CA,"R & A HOME HEALTH SERVICES, INC                   ",600 WEST BROADWAY SUITE 210                                                                         ,GLENDALE            ,91204,8189568888
CA,CVH HOME HEALTH SERVICES                          ,"2410 CAMINO RAMON, SUITE 331                                                                        ",SAN RAMON           ,94583,5106901930
CA,"LIFECARE HOME HEALTH SERVICES, INC                ",540 E FOOTHILL BLVD  SUITE 200                                                                      ,SAN DIMAS           ,91773,6269646204
CA,BRAEWOOD HOME HEALTH INC                          ,816 CAMARILLO SPRINGS ROAD SUITE N                                                                  ,CAMARILLO           ,93011,8059878889
CA,CALIPSO HOME HEALTH CARE INC                      ,"16909 PARTHENIA ST., STE. 205                                                                       ",NORTHRIDGE          ,91343,8183850030
CA,"SENIOR HOME HEALTH CARE, INC                      ","14557 FRIAR ST, STE A3                                                                              ",VAN NUYS            ,91411,8182445015
CA,"PACIFIC HOME HEALTH CARE, INC                     ","8855 EAST VALLEY BLVD, SUITE 208                                                                    ",ROSEMEAD            ,91770,6262915388
CA,"BRIGHT CARE HOME HEALTH, INC                      ","3925 ROSEMEAD BLVD, STE 205A                                                                        ",ROSEMEAD            ,91770,6262859698
CA,"HOLLYWOOD HEALTH SERVICES, INC                    ","2117 N LAKE AVENUE, UNIT 101                                                                        ",ALTADENA            ,91001,3234647905
CA,"MOBILITY HOME HEALTH SERVICES, INC                ","22148 SHERMAN WAY, STE 206                                                                          ",CANOGA PARK         ,91303,8187722910
CA,"WESTSIDE HOME HEALTH, INC.                        ","3171 LOS FELIZ BLVD., STE. 212-A                                                                    ",LOS ANGELES         ,90039,3236449814
CA,SHANT HOME HEALTH CARE                            ,6033 WOODMAN AVE                                                                                    ,VAN NUYS            ,91401,8187829123
CA,"RIGHTCARE HOME HEALTH SERVICES, INC               ","600 W. BROADWAY, STE. 110                                                                           ",GLENDALE            ,91204,8185508668
CA,"ALLCARE HEALTH SERVICES, INC                      ",360 SOUTH MILLIKEN AVENUE SUITE F&G                                                                 ,ONTARIO             ,91761,9093905772
CA,"HOME HEALTH 4U, INC                               ",15650 DEVONSHIRE ST STE 200                                                                         ,GRANADA HILLS       ,91344,8188921200
CA,"LE MEILLEUR HEALTH CARE SERVICES, INC             ",15919 EAST MAIN STREET                                                                              ,LA PUENTE           ,91744,6263693335
CA,COVENANT HOME HEALTH OF CALIFORNIA                ,"1217 BUENA VISTA ST, STE 103-C                                                                      ",DUARTE              ,91010,6263320900
CA,"CALIFORNIA HOME HEALTH SPECIALIST, INC            ","18856 AMAR ROAD, SUITE 12                                                                           ",WALNUT              ,91789,6269652711
CA,ALLIED HEALTHCARE PROFESSIONALS INC               ,"61 LONG COURT, SUITE #110                                                                           ",THOUSAND OAKS       ,91360,8054962680
CA,ELEVATE HEALTH                                    ,"201 COVINA AVE, SUITE 3                                                                             ",LONG BEACH          ,90803,8008801405
CA,"GREEN PINE HOME HEALTHCARE SERVICES, INC          ",1740 NEW AVENUE SUITE 101                                                                           ,SAN GABRIEL         ,91776,6265733332
CA,ABLE HANDS HOME HEALTH CARE                       ,18780 AMAR RD SUITE 207                                                                             ,WALNUT              ,91789,6269652233
CA,"AAA HOME HEALTH SERVICES, INC                     ","150 E OLIVE AVE, STE 209                                                                            ",BURBANK             ,91502,8182440698
CA,"ROYAL HEALTH HOMECARE AGENCY, INC                 ","1272 CENTER COURT DRIVE, SUITE 204/205                                                              ",COVINA              ,91724,8185075300
CA,PREFERRED HOME HEALTH PROVIDER INC                ,8560 VINEYARD AVENUE SUITE 505                                                                      ,RANCHO CUCAMONGA    ,91730,9099809518
CA,"SUNSHINE HOME HEALTH SERVICES, INC                ",3336 S ROBERTSON BLVD                                                                               ,LOS ANGELES         ,90034,3105587061
CA,"PROHEALTH HOME CARE, INC                          ","2700 ZANKER ROAD, SUITE 180                                                                         ",SAN JOSE            ,95134,4084519055
CA,A-1 HOME HEALTH CARE                              ,"5011 ARGOSY AVE, #5                                                                                 ",HUNTINGTON BEACH    ,92649,7143758900
CA,"HOME HEALTH CARE SOLUTIONS, INC                   ","9007 ARROW ROUTE, SUITE 100                                                                         ",RANCHO CUCAMONGA    ,91730,9093730637
CA,"GLOBAL HOME HEALTH, INC                           ",515 N VICTORY BLVD                                                                                  ,BURBANK             ,91502,8185089911
CA,SPECIALIZED HOME HEALTH SERVICES                  ,2755 BRISTOL STREET STE 115                                                                         ,COSTA MESA          ,92626,8185003929
CA,"SUPERIOR HOME HEALTH CARE SERVICES, INC           ",555 NORTH BENSON AVE STE B                                                                          ,UPLAND              ,91786,9099460186
CA,"CARETECH HOME HEALTH, INC                         ","5252 ORANGE AVE, #101                                                                               ",CYPRESS             ,90630,7144847828
CA,"WARM SPRINGS HOME HEALTH, INC                     ",54 WHITNEY PLACE                                                                                    ,FREMONT             ,94539,5104906988
CA,"ADVANCED HOME HEALTH, INC                         ","4354 AUBURN BLVD, SUITE 200                                                                         ",SACRAMENTO          ,95841,9169780744
CA,"HOME CARE OF AMERICA, INC                         ",2530 W WHITTIER BLVD SUITE 8                                                                        ,LA HABRA            ,90631,5624513906
CA,"GOODWILL PLUS, INC                                ",233 E POMONA BLVD                                                                                   ,MONTEREY PARK       ,91755,3237257620
CA,DEDICATED HOME HEALTH AGENCY                      ,"133 N. ALTADENA DRIVE, SUITE 430                                                                    ",PASADENA            ,91107,6268441880
CA,ROYAL HOME CARE INC                               ,870 HAMPSHIRE RD STE P                                                                              ,WESTLAKE VILLAGE    ,91361,8052303033
CA,PLEXUS HEALTH CARE INC                            ,7365 CARNELIAN STREET SUITE 116A                                                                    ,RANCHO CUCAMONGA    ,91730,9096087566
CA,"ER HOME HEALTH, INC                               ","433 NORTH 4TH STREET, #202                                                                          ",MONTEBELLO          ,90640,3238872883
CA,"GENTLE CARE, INC                                  ",3701 STOCKER STREET SUITE 106                                                                       ,LOS ANGELES         ,90008,3232950047
CA,ANGELS ON EARTH HOME HEALTH INC                   ,4959 PALO VERDE ST#201A                                                                             ,MONTCLAIR           ,91763,9094474615
CA,IMPERIAL HOME HEALTH                              ,16484 VICTOR STREET                                                                                 ,VICTORVILLE         ,92395,7609516688
CA,INLAND VALLEY HOME HEALTH AGENCY                  ,5050 PALO VERDE STREET SUITE 209                                                                    ,MONTCLAIR           ,91763,9096268221
CA,"ACTIVE HOME HEALTH SVC., INC                      ",6481 ORANGETHORPE AVE STE 3                                                                         ,BUENA PARK          ,90620,7149941534
CA,KINDNESS CARE HOME HEALTH                         ,"2530 REDHILL AVENUE, SUITE 120                                                                      ",SANTA ANA           ,92705,9497779500
CA,CELEBRITY HOMECARE                                ,521 N MOUNTAIN AVENUE                                                                               ,UPLAND              ,91786,9099313888
CA,"ACCESS HOME HEALTH CARE, INC                      ","18780 AMAR ROAD, SUITE 201                                                                          ",WALNUT              ,91789,6269652084
CA,SUMMIT HOME HEALTH INC                            ,2139 TAPO ST STE 210                                                                                ,SIMI VALLEY         ,93063,8055843000
CA,BEST CARE HOME HEALTH AGENCY                      ,"3451 TORRANCE BLVD, SUITE 203                                                                       ",TORRANCE            ,90503,3105402637
CA,PROFESSIONAL HOME CARE SERVICE                    ,14328 VICTORY BLVD UNIT D&E                                                                         ,VAN NUYS            ,91401,8187854270
CA,"ART HOME HEALTH CARE, INC                         ","6400 CANOGA AVE, STE 200                                                                            ",WOODLAND HILLS      ,91367,8186090303
CA,"HERITAGE HOME HEALTH, INC                         ","18645 SHERMAN WAY, SUITE 208                                                                        ",RESEDA              ,91335,8187571300
CA,ADVANCED HOME HEALTH CARE                         ,123 S JACKSON STREET                                                                                ,GLENDALE            ,91205,8189379251
CA,STARBRIGHT HOME HEALTH SERVICES                   ,299 W HILLCREST DR SUITE 104                                                                        ,THOUSAND OAKS       ,91360,8055822272
CA,"NURSE RESOURCE HOME HEALTH, INC                   ","535 N BRAND BLVD, SUITE 200                                                                         ",GLENDALE            ,91203,8182406744
CA,"FAMILY HOME HEALTH AGENCY, LLC                    ",411 E HUNTINGTON DRIVE SUITE 210                                                                    ,ARCADIA             ,91006,6264468500
CA,"HEAVENLY HOME HEALTHCARE, INC                     ","4430 SANTA MONICA, STE 201                                                                          ",LOS ANGELES         ,90029,3238995522
CA,WHITE SHIELD HOME HEALTH CARE SERVICES            ,331 ARDEN STREET SUITE 200                                                                          ,GLENDALE            ,91203,8182417404
CA,"FAMILY HEALTH SERVICES, INC                       ","7136 HASKELL AVENUE, SUITE 108                                                                      ",VAN NUYS            ,91406,8187801355
CA,L A CARE PROVIDER                                 ,"11850 WILSHIRE BLVD, STE 102                                                                        ",LOS ANGELES         ,90025,3104788400
CA,"L A METROPOLITAN HOME HEALTH, INCORPORATION       ","17100 PIONEER BLVD, SUITE 313                                                                       ",ARTESIA             ,90701,5622460770
